Time Serie,,,EU/US,change %,c change %,,,UK/US,change %,c change %,,,INDIA/US,change %,c change %,,,SRLNK/US,change %,c change %
4/24/03,,,0.9059,-0.81%,-6.562%,,,0.6261,-0.98%,2.867%,,,47.36,0.021%,8.546%,,,97,0.01%,30.148%
4/25/03,,,0.9058,-0.01%,-6.573%,,,0.6283,0.35%,3.218%,,,47.37,0.021%,8.567%,,,97.01,0.01%,30.159%
4/28/03,,,0.9092,0.38%,-6.197%,,,0.6287,0.06%,3.282%,,,47.35,-0.042%,8.525%,,,97.05,0.04%,30.200%
4/29/03,,,0.9083,-0.10%,-6.296%,,,0.6288,0.02%,3.298%,,,47.37,0.042%,8.567%,,,97.15,0.10%,30.303%
4/30/03,,,0.8945,-1.52%,-7.816%,,,0.625,-0.60%,2.693%,,,47.37,0.000%,8.567%,,,97.14,-0.01%,30.292%
5/1/03,,,0.8898,-0.53%,-8.341%,,,0.621,-0.64%,2.053%,,,47.35,-0.042%,8.525%,,,97.14,0.00%,30.292%
5/2/03,,,0.8929,0.35%,-7.993%,,,0.6242,0.52%,2.569%,,,47.35,0.000%,8.525%,,,97.17,0.03%,30.323%
5/5/03,,,0.8872,-0.64%,-8.631%,,,0.6227,-0.24%,2.328%,,,47.3,-0.106%,8.419%,,,97.2,0.03%,30.354%
5/6/03,,,0.8807,-0.73%,-9.364%,,,0.6196,-0.50%,1.831%,,,47.28,-0.042%,8.377%,,,97.2,0.00%,30.354%
5/7/03,,,0.8818,0.12%,-9.239%,,,0.6277,1.31%,3.138%,,,47.28,0.000%,8.377%,,,97.2,0.00%,30.354%
5/8/03,,,0.8731,-0.99%,-10.225%,,,0.6237,-0.64%,2.501%,,,47.25,-0.063%,8.313%,,,97.21,0.01%,30.365%
5/9/03,,,0.8697,-0.39%,-10.615%,,,0.6232,-0.08%,2.421%,,,47.2,-0.106%,8.208%,,,97.2,-0.01%,30.354%
5/12/03,,,0.8653,-0.51%,-11.121%,,,0.6213,-0.30%,2.116%,,,47.18,-0.042%,8.165%,,,97.25,0.05%,30.406%
5/13/03,,,0.8696,0.50%,-10.624%,,,0.6214,0.02%,2.132%,,,47.15,-0.064%,8.102%,,,97.25,0.00%,30.406%
5/14/03,,,0.8697,0.01%,-10.612%,,,0.6187,-0.43%,1.697%,,,47.15,0.000%,8.102%,,,97.25,0.00%,30.406%
5/15/03,,,0.8728,0.36%,-10.256%,,,0.6149,-0.61%,1.083%,,,47.13,-0.042%,8.059%,,,97.25,0.00%,30.406%
5/16/03,,,0.8664,-0.73%,-10.989%,,,0.6157,0.13%,1.213%,,,47.12,-0.021%,8.038%,,,97.25,0.00%,30.406%
5/19/03,,,0.8557,-1.23%,-12.224%,,,0.6115,-0.68%,0.531%,,,46.99,-0.276%,7.762%,,,97.23,-0.02%,30.385%
5/20/03,,,0.8558,0.01%,-12.212%,,,0.61,-0.25%,0.286%,,,46.95,-0.085%,7.677%,,,97.25,0.02%,30.406%
5/21/03,,,0.8542,-0.19%,-12.399%,,,0.6092,-0.13%,0.155%,,,46.9,-0.106%,7.570%,,,97.24,-0.01%,30.395%
5/22/03,,,0.8547,0.06%,-12.341%,,,0.6118,0.43%,0.581%,,,46.91,0.021%,7.592%,,,97.25,0.01%,30.406%
5/23/03,,,0.8485,-0.73%,-13.066%,,,0.6106,-0.20%,0.385%,,,46.87,-0.085%,7.507%,,,97.27,0.02%,30.426%
5/27/03,,,0.8437,-0.57%,-13.632%,,,0.6098,-0.13%,0.254%,,,46.85,-0.043%,7.464%,,,97.25,-0.02%,30.406%
5/28/03,,,0.8516,0.94%,-12.696%,,,0.6116,0.30%,0.549%,,,46.98,0.277%,7.741%,,,97.27,0.02%,30.426%
5/29/03,,,0.845,-0.78%,-13.471%,,,0.6066,-0.82%,-0.268%,,,47.05,0.149%,7.890%,,,97.26,-0.01%,30.416%
5/30/03,,,0.8499,0.58%,-12.891%,,,0.61,0.56%,0.292%,,,47.07,0.043%,7.933%,,,97.25,-0.01%,30.406%
6/2/03,,,0.8515,0.19%,-12.703%,,,0.6108,0.13%,0.423%,,,47.15,0.170%,8.103%,,,97.25,0.00%,30.406%
6/3/03,,,0.8546,0.36%,-12.338%,,,0.6143,0.57%,0.996%,,,46.95,-0.424%,7.679%,,,97.25,0.00%,30.406%
6/4/03,,,0.8541,-0.06%,-12.397%,,,0.6123,-0.33%,0.671%,,,46.85,-0.213%,7.466%,,,97.27,0.02%,30.426%
6/5/03,,,0.8425,-1.36%,-13.755%,,,0.6025,-1.60%,-0.930%,,,46.84,-0.021%,7.444%,,,97.37,0.10%,30.529%
6/6/03,,,0.8551,1.50%,-12.260%,,,0.6016,-0.15%,-1.079%,,,46.88,0.085%,7.530%,,,97.3,-0.07%,30.457%
6/9/03,,,0.8516,-0.41%,-12.669%,,,0.6078,1.03%,-0.048%,,,46.87,-0.021%,7.508%,,,97.27,-0.03%,30.426%
6/10/03,,,0.8557,0.48%,-12.187%,,,0.6052,-0.43%,-0.476%,,,46.79,-0.171%,7.338%,,,97.32,0.05%,30.478%
6/11/03,,,0.8501,-0.65%,-12.842%,,,0.5997,-0.91%,-1.385%,,,46.7,-0.192%,7.145%,,,97.28,-0.04%,30.437%
6/12/03,,,0.8498,-0.04%,-12.877%,,,0.5994,-0.05%,-1.435%,,,46.73,0.064%,7.210%,,,97.27,-0.01%,30.426%
6/13/03,,,0.8453,-0.53%,-13.407%,,,0.5997,0.05%,-1.385%,,,46.7,-0.064%,7.145%,,,97.27,0.00%,30.426%
6/16/03,,,0.8444,-0.11%,-13.513%,,,0.5947,-0.83%,-2.219%,,,46.66,-0.086%,7.060%,,,97.24,-0.03%,30.396%
6/17/03,,,0.8466,0.26%,-13.253%,,,0.5938,-0.15%,-2.370%,,,46.59,-0.150%,6.910%,,,97.2,-0.04%,30.354%
6/18/03,,,0.854,0.87%,-12.379%,,,0.5953,0.25%,-2.117%,,,46.62,0.064%,6.974%,,,97.21,0.01%,30.365%
6/19/03,,,0.8563,0.27%,-12.109%,,,0.5974,0.35%,-1.765%,,,46.61,-0.021%,6.953%,,,97.23,0.02%,30.385%
6/20/03,,,0.8609,0.54%,-11.572%,,,0.6008,0.57%,-1.196%,,,46.57,-0.086%,6.867%,,,97.22,-0.01%,30.375%
6/23/03,,,0.866,0.59%,-10.980%,,,0.5994,-0.23%,-1.429%,,,46.66,0.193%,7.060%,,,97.21,-0.01%,30.365%
6/24/03,,,0.8697,0.43%,-10.552%,,,0.6022,0.47%,-0.961%,,,46.57,-0.193%,6.867%,,,97.17,-0.04%,30.324%
6/25/03,,,0.8627,-0.80%,-11.357%,,,0.5957,-1.08%,-2.041%,,,46.58,0.021%,6.889%,,,97.16,-0.01%,30.313%
6/26/03,,,0.875,1.43%,-9.931%,,,0.601,0.89%,-1.151%,,,46.57,-0.021%,6.867%,,,97.14,-0.02%,30.293%
6/27/03,,,0.8754,0.05%,-9.886%,,,0.6064,0.90%,-0.253%,,,46.4,-0.365%,6.502%,,,97.15,0.01%,30.303%
6/30/03,,,0.8694,-0.69%,-10.571%,,,0.605,-0.23%,-0.483%,,,46.4,0.000%,6.502%,,,97.18,0.03%,30.334%
7/1/03,,,0.8636,-0.67%,-11.238%,,,0.6015,-0.58%,-1.062%,,,46.49,0.194%,6.696%,,,97.15,-0.03%,30.303%
7/2/03,,,0.8678,0.49%,-10.752%,,,0.6007,-0.13%,-1.195%,,,46.36,-0.280%,6.416%,,,97.1,-0.05%,30.252%
7/3/03,,,0.8693,0.17%,-10.579%,,,0.5982,-0.42%,-1.611%,,,46.4,0.086%,6.503%,,,97.18,0.08%,30.334%
7/7/03,,,0.8818,1.44%,-9.141%,,,0.6055,1.22%,-0.391%,,,46.34,-0.129%,6.373%,,,97.15,-0.03%,30.303%
7/8/03,,,0.8877,0.67%,-8.472%,,,0.6125,1.16%,0.765%,,,46.3,-0.086%,6.287%,,,97.16,0.01%,30.313%
7/9/03,,,0.8841,-0.41%,-8.878%,,,0.6133,0.13%,0.896%,,,46.24,-0.130%,6.158%,,,97.16,0.00%,30.313%
7/10/03,,,0.878,-0.69%,-9.568%,,,0.6125,-0.13%,0.765%,,,46.21,-0.065%,6.093%,,,97.16,0.00%,30.313%
7/11/03,,,0.8846,0.75%,-8.816%,,,0.6126,0.02%,0.782%,,,46.1,-0.238%,5.855%,,,97.15,-0.01%,30.303%
7/14/03,,,0.8851,0.06%,-8.759%,,,0.6158,0.52%,1.304%,,,46.06,-0.087%,5.768%,,,97.14,-0.01%,30.293%
7/15/03,,,0.8902,0.58%,-8.183%,,,0.6255,1.58%,2.879%,,,46.13,0.152%,5.920%,,,97.13,-0.01%,30.282%
7/16/03,,,0.8921,0.21%,-7.970%,,,0.6269,0.22%,3.103%,,,46.23,0.217%,6.137%,,,97.15,0.02%,30.303%
7/17/03,,,0.8957,0.40%,-7.566%,,,0.6292,0.37%,3.470%,,,46.23,0.000%,6.137%,,,97.15,0.00%,30.303%
7/18/03,,,0.8898,-0.66%,-8.225%,,,0.6302,0.16%,3.629%,,,46.29,0.130%,6.266%,,,97.15,0.00%,30.303%
7/21/03,,,0.8814,-0.94%,-9.169%,,,0.6246,-0.89%,2.740%,,,46.27,-0.043%,6.223%,,,97.15,0.00%,30.303%
7/22/03,,,0.883,0.18%,-8.987%,,,0.6259,0.21%,2.948%,,,46.15,-0.259%,5.964%,,,97.15,0.00%,30.303%
7/23/03,,,0.8708,-1.38%,-10.369%,,,0.6215,-0.70%,2.245%,,,46.16,0.022%,5.986%,,,97.15,0.00%,30.303%
7/24/03,,,0.874,0.37%,-10.002%,,,0.6207,-0.13%,2.117%,,,46.15,-0.022%,5.964%,,,97.16,0.01%,30.313%
7/25/03,,,0.8686,-0.62%,-10.619%,,,0.6174,-0.53%,1.585%,,,46.15,0.000%,5.964%,,,97.16,0.00%,30.313%
7/28/03,,,0.8698,0.14%,-10.481%,,,0.6146,-0.45%,1.132%,,,46.15,0.000%,5.964%,,,97.2,0.04%,30.354%
7/29/03,,,0.8721,0.26%,-10.217%,,,0.6163,0.28%,1.408%,,,46.13,-0.043%,5.921%,,,97.15,-0.05%,30.303%
7/30/03,,,0.8797,0.87%,-9.345%,,,0.6185,0.36%,1.765%,,,46.15,0.043%,5.964%,,,97.15,0.00%,30.303%
7/31/03,,,0.8904,1.22%,-8.129%,,,0.6215,0.49%,2.250%,,,46.15,0.000%,5.964%,,,97.16,0.01%,30.313%
8/1/03,,,0.8887,-0.19%,-8.320%,,,0.6232,0.27%,2.524%,,,46.18,0.065%,6.029%,,,97.13,-0.03%,30.282%
8/4/03,,,0.8821,-0.74%,-9.063%,,,0.6219,-0.21%,2.315%,,,46.15,-0.065%,5.964%,,,97.14,0.01%,30.293%
8/5/03,,,0.8811,-0.11%,-9.176%,,,0.6217,-0.03%,2.283%,,,46.14,-0.022%,5.942%,,,97.15,0.01%,30.303%
8/6/03,,,0.8805,-0.07%,-9.244%,,,0.6219,0.03%,2.315%,,,46.05,-0.195%,5.747%,,,97.14,-0.01%,30.293%
8/7/03,,,0.878,-0.28%,-9.528%,,,0.6184,-0.56%,1.752%,,,45.98,-0.152%,5.595%,,,97.13,-0.01%,30.282%
8/8/03,,,0.8833,0.60%,-8.924%,,,0.6219,0.57%,2.318%,,,46.01,0.065%,5.660%,,,97.15,0.02%,30.303%
8/11/03,,,0.8811,-0.25%,-9.173%,,,0.6224,0.08%,2.399%,,,45.99,-0.043%,5.617%,,,97.15,0.00%,30.303%
8/12/03,,,0.8846,0.40%,-8.776%,,,0.6239,0.24%,2.640%,,,45.89,-0.217%,5.400%,,,97.11,-0.04%,30.262%
8/13/03,,,0.8836,-0.11%,-8.889%,,,0.6218,-0.34%,2.303%,,,45.95,0.131%,5.530%,,,97.1,-0.01%,30.252%
8/14/03,,,0.889,0.61%,-8.278%,,,0.625,0.51%,2.818%,,,46,0.109%,5.639%,,,96.95,-0.15%,30.097%
8/15/03,,,0.8885,-0.06%,-8.334%,,,0.6266,0.26%,3.074%,,,46,0.000%,5.639%,,,97.1,0.15%,30.252%
8/18/03,,,0.8978,1.05%,-7.288%,,,0.6293,0.43%,3.505%,,,45.9,-0.217%,5.422%,,,97.1,0.00%,30.252%
8/19/03,,,0.8995,0.19%,-7.098%,,,0.63,0.11%,3.616%,,,45.85,-0.109%,5.313%,,,97,-0.10%,30.149%
8/20/03,,,0.9006,0.12%,-6.976%,,,0.6281,-0.30%,3.314%,,,45.88,0.065%,5.378%,,,97,0.00%,30.149%
8/21/03,,,0.9111,1.17%,-5.810%,,,0.6311,0.48%,3.792%,,,45.8,-0.174%,5.204%,,,96.79,-0.22%,29.932%
8/22/03,,,0.9199,0.97%,-4.844%,,,0.6347,0.57%,4.362%,,,45.88,0.175%,5.378%,,,96.75,-0.04%,29.891%
8/25/03,,,0.9181,-0.20%,-5.040%,,,0.6358,0.17%,4.536%,,,45.9,0.044%,5.422%,,,96.7,-0.05%,29.839%
8/26/03,,,0.918,-0.01%,-5.051%,,,0.6356,-0.03%,4.504%,,,45.88,-0.044%,5.378%,,,96.67,-0.03%,29.808%
8/27/03,,,0.9169,-0.12%,-5.171%,,,0.6351,-0.08%,4.426%,,,45.88,0.000%,5.378%,,,96.68,0.01%,29.819%
8/28/03,,,0.9178,0.10%,-5.072%,,,0.6341,-0.16%,4.268%,,,45.88,0.000%,5.378%,,,96.68,0.00%,29.819%
8/29/03,,,0.9102,-0.83%,-5.901%,,,0.634,-0.02%,4.252%,,,45.88,0.000%,5.378%,,,96.85,0.18%,29.994%
9/2/03,,,0.9198,1.05%,-4.846%,,,0.6353,0.21%,4.457%,,,45.88,0.000%,5.378%,,,96.69,-0.17%,29.829%
9/3/03,,,0.9221,0.25%,-4.596%,,,0.6356,0.05%,4.505%,,,45.9,0.044%,5.422%,,,96.62,-0.07%,29.757%
9/4/03,,,0.9175,-0.50%,-5.095%,,,0.6335,-0.33%,4.174%,,,45.8,-0.218%,5.204%,,,96.4,-0.23%,29.529%
9/5/03,,,0.9031,-1.57%,-6.664%,,,0.6293,-0.66%,3.511%,,,45.88,0.175%,5.379%,,,96.2,-0.21%,29.322%
9/8/03,,,0.899,-0.45%,-7.118%,,,0.6306,0.21%,3.718%,,,45.85,-0.065%,5.314%,,,95.95,-0.26%,29.062%
9/9/03,,,0.8937,-0.59%,-7.708%,,,0.6286,-0.32%,3.401%,,,45.8,-0.109%,5.204%,,,95.98,0.03%,29.093%
9/10/03,,,0.8933,-0.04%,-7.752%,,,0.629,0.06%,3.464%,,,45.82,0.044%,5.248%,,,96,0.02%,29.114%
9/11/03,,,0.894,0.08%,-7.674%,,,0.6275,-0.24%,3.226%,,,45.72,-0.218%,5.030%,,,95.68,-0.33%,28.781%
9/12/03,,,0.8844,-1.07%,-8.748%,,,0.6226,-0.78%,2.445%,,,45.8,0.175%,5.205%,,,95.2,-0.50%,28.279%
9/15/03,,,0.8846,0.02%,-8.725%,,,0.6243,0.27%,2.718%,,,45.8,0.000%,5.205%,,,94.53,-0.70%,27.575%
9/16/03,,,0.8956,1.24%,-7.482%,,,0.6301,0.93%,3.647%,,,45.9,0.218%,5.423%,,,94,-0.56%,27.015%
9/17/03,,,0.8898,-0.65%,-8.129%,,,0.6233,-1.08%,2.568%,,,45.95,0.109%,5.532%,,,94.5,0.53%,27.546%
9/18/03,,,0.8897,-0.01%,-8.141%,,,0.619,-0.69%,1.878%,,,46,0.109%,5.641%,,,94.5,0.00%,27.546%
9/19/03,,,0.8814,-0.93%,-9.074%,,,0.6129,-0.99%,0.892%,,,45.98,-0.043%,5.597%,,,94.5,0.00%,27.546%
9/22/03,,,0.872,-1.07%,-10.140%,,,0.6071,-0.95%,-0.054%,,,45.77,-0.457%,5.141%,,,94.46,-0.04%,27.504%
9/23/03,,,0.8705,-0.17%,-10.312%,,,0.6039,-0.53%,-0.581%,,,45.77,0.000%,5.141%,,,95,0.57%,28.076%
9/24/03,,,0.8717,0.14%,-10.174%,,,0.6039,0.00%,-0.581%,,,45.88,0.240%,5.381%,,,95.43,0.45%,28.528%
9/25/03,,,0.8708,-0.10%,-10.277%,,,0.6029,-0.17%,-0.747%,,,45.88,0.000%,5.381%,,,95.55,0.13%,28.654%
9/26/03,,,0.8709,0.01%,-10.266%,,,0.6025,-0.07%,-0.813%,,,45.77,-0.240%,5.141%,,,94.8,-0.78%,27.869%
9/29/03,,,0.8637,-0.83%,-11.093%,,,0.6009,-0.27%,-1.078%,,,45.85,0.175%,5.316%,,,94.52,-0.30%,27.574%
9/30/03,,,0.8584,-0.61%,-11.706%,,,0.6017,0.13%,-0.945%,,,45.78,-0.153%,5.163%,,,94.46,-0.06%,27.510%
10/1/03,,,0.8541,-0.50%,-12.207%,,,0.6,-0.28%,-1.228%,,,45.7,-0.175%,4.989%,,,94.57,0.12%,27.627%
10/2/03,,,0.8535,-0.07%,-12.277%,,,0.597,-0.50%,-1.728%,,,45.43,-0.591%,4.398%,,,94.64,0.07%,27.701%
10/3/03,,,0.8624,1.04%,-11.235%,,,0.6013,0.72%,-1.008%,,,45.33,-0.220%,4.178%,,,94.7,0.06%,27.764%
10/6/03,,,0.8543,-0.94%,-12.174%,,,0.5973,-0.67%,-1.673%,,,45.49,0.353%,4.531%,,,94.67,-0.03%,27.733%
10/7/03,,,0.8486,-0.67%,-12.841%,,,0.6014,0.69%,-0.986%,,,45.33,-0.352%,4.179%,,,94.52,-0.16%,27.574%
10/8/03,,,0.8471,-0.18%,-13.018%,,,0.6025,0.18%,-0.803%,,,45.43,0.221%,4.400%,,,94.55,0.03%,27.606%
10/9/03,,,0.8551,0.94%,-12.074%,,,0.6021,-0.07%,-0.870%,,,45.29,-0.308%,4.091%,,,94.55,0.00%,27.606%
10/10/03,,,0.8466,-0.99%,-13.068%,,,0.6005,-0.27%,-1.136%,,,45.42,0.287%,4.378%,,,94.49,-0.06%,27.542%
10/14/03,,,0.853,0.76%,-12.312%,,,0.5975,-0.50%,-1.635%,,,45.66,0.528%,4.907%,,,94.52,0.03%,27.574%
10/15/03,,,0.8582,0.61%,-11.702%,,,0.5989,0.23%,-1.401%,,,45.7,0.088%,4.994%,,,94.5,-0.02%,27.553%
10/16/03,,,0.8573,-0.10%,-11.807%,,,0.5967,-0.37%,-1.768%,,,45.33,-0.810%,4.185%,,,94.52,0.02%,27.574%
10/17/03,,,0.8598,0.29%,-11.515%,,,0.5981,0.23%,-1.534%,,,45.33,0.000%,4.185%,,,94.46,-0.06%,27.511%
10/20/03,,,0.8568,-0.35%,-11.864%,,,0.5971,-0.17%,-1.701%,,,45.36,0.066%,4.251%,,,94.5,0.04%,27.553%
10/21/03,,,0.8565,-0.04%,-11.899%,,,0.5972,0.02%,-1.684%,,,45.33,-0.066%,4.185%,,,94.45,-0.05%,27.500%
10/22/03,,,0.8471,-1.10%,-12.997%,,,0.5905,-1.12%,-2.806%,,,45.35,0.044%,4.229%,,,94.45,0.00%,27.500%
10/23/03,,,0.8478,0.08%,-12.914%,,,0.5902,-0.05%,-2.857%,,,45.33,-0.044%,4.185%,,,94.4,-0.05%,27.447%
10/24/03,,,0.8451,-0.32%,-13.233%,,,0.5892,-0.17%,-3.026%,,,45.32,-0.022%,4.163%,,,94.4,0.00%,27.447%
10/27/03,,,0.8502,0.60%,-12.629%,,,0.5899,0.12%,-2.907%,,,45.4,0.177%,4.339%,,,94.45,0.05%,27.500%
10/28/03,,,0.8555,0.62%,-12.006%,,,0.5898,-0.02%,-2.924%,,,45.31,-0.198%,4.141%,,,94.62,0.18%,27.680%
10/29/03,,,0.8567,0.14%,-11.865%,,,0.5887,-0.19%,-3.111%,,,45.36,0.110%,4.251%,,,94.62,0.00%,27.680%
10/30/03,,,0.8551,-0.19%,-12.052%,,,0.5874,-0.22%,-3.332%,,,45.35,-0.022%,4.229%,,,94.95,0.35%,28.029%
10/31/03,,,0.8614,0.74%,-11.315%,,,0.5898,0.41%,-2.923%,,,45.33,-0.044%,4.185%,,,94.78,-0.18%,27.850%
11/3/03,,,0.8731,1.36%,-9.957%,,,0.5957,1.00%,-1.923%,,,45.32,-0.022%,4.163%,,,94.66,-0.13%,27.723%
11/4/03,,,0.8698,-0.38%,-10.335%,,,0.5952,-0.08%,-2.007%,,,45.31,-0.022%,4.141%,,,95.25,0.62%,28.347%
11/5/03,,,0.8716,0.21%,-10.128%,,,0.5959,0.12%,-1.889%,,,45.34,0.066%,4.207%,,,95.5,0.26%,28.609%
11/6/03,,,0.8759,0.49%,-9.635%,,,0.5991,0.54%,-1.352%,,,45.3,-0.088%,4.119%,,,95.4,-0.10%,28.504%
11/7/03,,,0.8692,-0.76%,-10.400%,,,0.5985,-0.10%,-1.452%,,,45.33,0.066%,4.185%,,,95.08,-0.34%,28.169%
11/10/03,,,0.8684,-0.09%,-10.492%,,,0.5975,-0.17%,-1.619%,,,45.33,0.000%,4.185%,,,95.2,0.13%,28.295%
11/12/03,,,0.8586,-1.13%,-11.620%,,,0.5963,-0.20%,-1.820%,,,45.36,0.066%,4.252%,,,96,0.84%,29.135%
11/13/03,,,0.8539,-0.55%,-12.168%,,,0.5924,-0.65%,-2.474%,,,45.39,0.066%,4.318%,,,96.2,0.21%,29.344%
11/14/03,,,0.8516,-0.27%,-12.437%,,,0.5938,0.24%,-2.238%,,,45.44,0.110%,4.428%,,,96.6,0.42%,29.760%
11/17/03,,,0.8515,-0.01%,-12.449%,,,0.5922,-0.27%,-2.507%,,,45.55,0.242%,4.670%,,,96.8,0.21%,29.967%
11/18/03,,,0.8408,-1.26%,-13.705%,,,0.5883,-0.66%,-3.166%,,,45.62,0.154%,4.824%,,,97.25,0.46%,30.431%
11/19/03,,,0.8397,-0.13%,-13.836%,,,0.5889,0.10%,-3.064%,,,45.63,0.022%,4.846%,,,95.85,-1.44%,28.992%
11/20/03,,,0.8407,0.12%,-13.717%,,,0.5874,-0.25%,-3.319%,,,45.78,0.329%,5.174%,,,95.7,-0.16%,28.835%
11/21/03,,,0.8394,-0.15%,-13.872%,,,0.5874,0.00%,-3.319%,,,45.75,-0.066%,5.109%,,,96,0.31%,29.149%
11/24/03,,,0.8498,1.24%,-12.633%,,,0.59,0.44%,-2.876%,,,45.88,0.284%,5.393%,,,96,0.00%,29.149%
11/25/03,,,0.8485,-0.15%,-12.786%,,,0.5888,-0.20%,-3.079%,,,45.95,0.153%,5.546%,,,97,1.04%,30.191%
11/26/03,,,0.8391,-1.11%,-13.894%,,,0.5851,-0.63%,-3.708%,,,45.88,-0.152%,5.393%,,,96.85,-0.15%,30.036%
11/28/03,,,0.8337,-0.64%,-14.537%,,,0.5808,-0.73%,-4.443%,,,45.82,-0.131%,5.262%,,,96.85,0.00%,30.036%
12/1/03,,,0.8364,0.32%,-14.213%,,,0.5811,0.05%,-4.391%,,,45.77,-0.109%,5.153%,,,96.4,-0.46%,29.571%
12/2/03,,,0.8275,-1.06%,-15.277%,,,0.5783,-0.48%,-4.873%,,,45.7,-0.153%,5.000%,,,96.35,-0.05%,29.519%
12/3/03,,,0.8269,-0.07%,-15.350%,,,0.5798,0.26%,-4.613%,,,45.63,-0.153%,4.847%,,,96.38,0.03%,29.551%
12/4/03,,,0.828,0.13%,-15.217%,,,0.5814,0.28%,-4.337%,,,45.66,0.066%,4.913%,,,96.5,0.12%,29.675%
12/5/03,,,0.8226,-0.65%,-15.869%,,,0.579,-0.41%,-4.750%,,,45.66,0.000%,4.913%,,,96.5,0.00%,29.675%
12/8/03,,,0.8185,-0.50%,-16.367%,,,0.5769,-0.36%,-5.113%,,,45.55,-0.241%,4.672%,,,96.5,0.00%,29.675%
12/9/03,,,0.8177,-0.10%,-16.465%,,,0.5737,-0.55%,-5.668%,,,45.55,0.000%,4.672%,,,96.7,0.21%,29.882%
12/10/03,,,0.8187,0.12%,-16.343%,,,0.5732,-0.09%,-5.755%,,,45.55,0.000%,4.672%,,,96.5,-0.21%,29.675%
12/11/03,,,0.8221,0.42%,-15.928%,,,0.5732,0.00%,-5.755%,,,45.55,0.000%,4.672%,,,96.7,0.21%,29.883%
12/12/03,,,0.8141,-0.97%,-16.901%,,,0.5725,-0.12%,-5.877%,,,45.55,0.000%,4.672%,,,96.5,-0.21%,29.676%
12/15/03,,,0.8137,-0.05%,-16.950%,,,0.5731,0.10%,-5.772%,,,45.55,0.000%,4.672%,,,96.45,-0.05%,29.624%
12/16/03,,,0.8112,-0.31%,-17.257%,,,0.5711,-0.35%,-6.121%,,,45.5,-0.110%,4.562%,,,96.35,-0.10%,29.520%
12/17/03,,,0.8077,-0.43%,-17.689%,,,0.5677,-0.60%,-6.716%,,,45.55,0.110%,4.672%,,,96.3,-0.05%,29.468%
12/18/03,,,0.808,0.04%,-17.651%,,,0.5658,-0.33%,-7.051%,,,45.5,-0.110%,4.562%,,,96.14,-0.17%,29.302%
12/19/03,,,0.8078,-0.02%,-17.676%,,,0.5658,0.00%,-7.051%,,,45.54,0.088%,4.650%,,,96.05,-0.09%,29.209%
12/22/03,,,0.8055,-0.28%,-17.961%,,,0.5671,0.23%,-6.821%,,,45.52,-0.044%,4.606%,,,96.06,0.01%,29.219%
12/23/03,,,0.8061,0.07%,-17.886%,,,0.5666,-0.09%,-6.910%,,,45.52,0.000%,4.606%,,,96.17,0.11%,29.334%
12/24/03,,,0.8023,-0.47%,-18.358%,,,0.5634,-0.56%,-7.474%,,,45.5,-0.044%,4.562%,,,96.16,-0.01%,29.323%
12/26/03,,,0.8038,0.19%,-18.171%,,,0.5642,0.14%,-7.332%,,,45.5,0.000%,4.562%,,,96.2,0.04%,29.365%
12/29/03,,,0.801,-0.35%,-18.519%,,,0.5648,0.11%,-7.226%,,,45.66,0.352%,4.914%,,,96.45,0.26%,29.625%
12/30/03,,,0.7987,-0.29%,-18.806%,,,0.5622,-0.46%,-7.686%,,,45.57,-0.197%,4.717%,,,96.93,0.50%,30.122%
12/31/03,,,0.7938,-0.61%,-19.420%,,,0.5605,-0.30%,-7.989%,,,45.55,-0.044%,4.673%,,,96.8,-0.13%,29.988%
1/2/04,,,0.7942,0.05%,-19.369%,,,0.5586,-0.34%,-8.328%,,,45.68,0.285%,4.958%,,,97.45,0.67%,30.660%
1/5/04,,,0.7887,-0.69%,-20.062%,,,0.5529,-1.02%,-9.348%,,,45.6,-0.175%,4.783%,,,97.53,0.08%,30.742%
1/6/04,,,0.7829,-0.74%,-20.797%,,,0.5481,-0.87%,-10.216%,,,45.66,0.132%,4.915%,,,98.15,0.64%,31.378%
1/7/04,,,0.7896,0.86%,-19.942%,,,0.5497,0.29%,-9.924%,,,45.53,-0.285%,4.630%,,,98,-0.15%,31.225%
1/8/04,,,0.783,-0.84%,-20.777%,,,0.5453,-0.80%,-10.725%,,,45.55,0.044%,4.674%,,,97.9,-0.10%,31.123%
1/9/04,,,0.778,-0.64%,-21.416%,,,0.5414,-0.72%,-11.440%,,,45.48,-0.154%,4.520%,,,97.78,-0.12%,31.000%
1/12/04,,,0.7811,0.40%,-21.018%,,,0.5402,-0.22%,-11.662%,,,45.44,-0.088%,4.432%,,,98.4,0.63%,31.634%
1/13/04,,,0.7852,0.52%,-20.493%,,,0.5425,0.43%,-11.236%,,,45.44,0.000%,4.432%,,,98.03,-0.38%,31.258%
1/14/04,,,0.7858,0.08%,-20.416%,,,0.5432,0.13%,-11.107%,,,45.42,-0.044%,4.388%,,,97.95,-0.08%,31.177%
1/15/04,,,0.7944,1.09%,-19.322%,,,0.5493,1.12%,-9.984%,,,45.44,0.044%,4.433%,,,97.95,0.00%,31.177%
1/16/04,,,0.8068,1.56%,-17.761%,,,0.5557,1.17%,-8.819%,,,45.45,0.022%,4.455%,,,98.25,0.31%,31.483%
1/20/04,,,0.7947,-1.50%,-19.261%,,,0.5498,-1.06%,-9.880%,,,45.43,-0.044%,4.411%,,,98.75,0.51%,31.992%
